client,street,city,zip,sales_2017,sales_2018,address,tier,sales_potential,trend,h1_2018,h1_2019,lat,lon,account_owner,inpex_mah
Client example 749,,,,40,,example address 749,,,,,,40.6899647,-89.4831335,Owner example 749,type 2
Client example 750,,,,487,265,example address 750,,,Extreme Loss (-50+),223,,40.1632351,-89.3474087,Owner example 750,type 2
Client example 751,,,,467,"2,123",example address 751,Tier 4,Moderate,Major Loss (-49 to -20),"1,529",857,40.5400596,-89.32446,Owner example 751,type 2
Client example 752,,,,,,example address 752,,,,,,37.7559179,-89.2805328,Owner example 752,type 2
Client example 753,,,,,,example address 753,,,,,,37.7524438,-89.2669845,Owner example 753,type 2
Client example 754,,,,,,example address 754,,,,,,37.4833448,-89.2623319,Owner example 754,type 2
Client example 755,,,,568,610,example address 755,,Moderate,Extreme Growth (50+),248,935,38.5381321,-89.1977021,Owner example 755,type 2
Client example 756,,,,2401,"3,965",example address 756,Tier 4,Moderate,Major Loss (-49 to -20),"1,914","1,238",42.2990048,-89.1033752,Owner example 756,type 2
Client example 757,,,,,292,example address 757,,,No Sales,,,46.7840484,-89.0958393,Owner example 757,type 2
Client example 758,,,,831,"1,981",example address 758,Tier 4,Low,Extreme Loss (-50+),"1,283",636,38.9606009,-89.0936778,Owner example 758,type 2
Client example 759,,,,3133,"2,801",example address 759,Tier 4,Moderate,Extreme Growth (50+),696,"2,708",42.2685135,-89.0882433,Owner example 759,type 2
Client example 760,,,,2042,699,example address 760,,High,Extreme Loss (-50+),559,136,41.3621379,-89.0825668,Owner example 760,type 2
Client example 761,,,,,291,example address 761,,,Extreme Loss (-50+),249,,42.32497,-89.076327,Owner example 761,type 2
Client example 762,,,,60,,example address 762,,,,,,41.3374752,-89.066945,Owner example 762,type 2
Client example 763,,,,3442,"4,786",example address 763,Tier 4,Moderate,Moderate Loss (-19 to -5),"2,022","1,715",42.2771361,-89.0076363,Owner example 763,type 2
Client example 764,,,,,,example address 764,,,,,,37.6306988,-89.00573,Owner example 764,type 2
Client example 765,,,,,340,example address 765,,,No Sales,,,37.7589747,-88.9816864,Owner example 765,type 2
Client example 766,,,,1797,"4,234",example address 766,Tier 4,Moderate,Major Growth (20 to 49),"1,154","1,560",40.454778,-88.9812947,Owner example 766,type 2
Client example 767,,,,160,,example address 767,,,,,,40.521498,-88.9615087,Owner example 767,type 2
Client example 768,,,,,,example address 768,,,,,,40.1442525,-88.9512333,Owner example 768,type 2
Client example 769,,,,382,232,example address 769,,Moderate,Extreme Growth (50+),190,"1,832",39.8742177,-88.9504483,Owner example 769,type 2
Client example 770,,,,639,,example address 770,,,,,,38.3068159,-88.8892533,Owner example 770,type 2
Client example 771,,,,1449,884,example address 771,,Moderate,Moderate Growth (5 to 19),449,473,40.538691,-88.862106,Owner example 771,type 2
Client example 772,,,,,223,example address 772,,,No Sales,,,42.0985189,-88.8423163,Owner example 772,type 2
Client example 773,,,,11,,example address 773,,,,,,37.1692962,-88.7465334,Owner example 773,type 2
Client example 774,,,,14548,"12,057",example address 774,Tier 3,Moderate,Moderate Growth (5 to 19),"5,745","6,647",41.9499318,-88.7144412,Owner example 774,type 2
Client example 775,,,,3791,607,example address 775,,,Extreme Loss (-50+),565,,40.4869111,-88.6933299,Owner example 775,type 2
Client example 776,,,,,,example address 776,,,,,,40.4869111,-88.6933299,Owner example 776,type 2
Client example 777,,,,2824,"2,685",example address 777,Tier 4,Moderate,Major Growth (20 to 49),"2,559","3,543",37.0969228,-88.6738074,Owner example 777,type 2
Client example 778,,,,15997,"14,878",example address 778,Tier 3,Low,Major Growth (20 to 49),"8,572","10,488",46.0767309,-88.6435307,Owner example 778,type 2
Client example 779,,,,,,example address 779,,High,Extreme Growth (50+),,"1,525",36.7459813,-88.6409063,Owner example 779,type 2
Client example 780,,,,,,example address 780,,,,,,40.871361,-88.6393583,Owner example 780,type 2
Client example 781,,,,88,362,example address 781,,,No Sales,,,42.309255,-88.57338,Owner example 781,type 2
Client example 782,,,,293,"2,525",example address 782,Tier 4,Moderate,Extreme Growth (50+),542,"2,158",47.103438,-88.519175,Owner example 782,type 2
Client example 783,,,,,,example address 783,,,,,,42.45998,-88.466708,Owner example 783,type 2
Client example 784,,,,,,example address 784,,,,,,41.657367,-88.462039,Owner example 784,type 2
Client example 785,,,,,,example address 785,,,,,,42.3193718,-88.4459146,Owner example 785,type 2
Client example 786,,,,,190,example address 786,,,Extreme Loss (-50+),148,,41.3278419,-88.4281929,Owner example 786,type 2
Client example 787,,,,5105,"5,389",example address 787,Tier 4,Moderate,Major Growth (20 to 49),"2,873","3,948",42.2805361,-88.4107352,Owner example 787,type 2
Client example 788,,,,2492,"1,522",example address 788,Tier 4,Moderate,Moderate Loss (-19 to -5),555,450,42.1819595,-88.3853642,Owner example 788,type 2
Client example 789,,,,884,"1,977",example address 789,Tier 4,Moderate,Moderate Growth (5 to 19),970,"1,047",42.257196,-88.378313,Owner example 789,type 2
Client example 790,,,,1434,"1,711",example address 790,Tier 4,Low,Extreme Growth (50+),658,"1,993",42.103006,-88.369581,Owner example 790,type 2
Client example 791,,,,,,example address 791,,,,,,42.346725,-88.366104,Owner example 791,type 2
Client example 792,,,,,"2,338",example address 792,Tier 4,Low,Extreme Growth (50+),162,"1,589",42.3140183,-88.3638701,Owner example 792,type 2
Client example 793,,,,2073,767,example address 793,,High,Extreme Growth (50+),407,651,41.8818543,-88.3632021,Owner example 793,type 2
Client example 794,,,,,,example address 794,,,,,,46.0972882,-88.359524,Owner example 794,type 2
Client example 795,,,,3436,"3,581",example address 795,Tier 4,Moderate,Extreme Growth (50+),"1,210","2,833",42.2433461,-88.3428311,Owner example 795,type 2
Client example 796,,,,1608,"1,574",example address 796,Tier 4,Moderate,Major Growth (20 to 49),705,847,39.4720591,-88.3290568,Owner example 796,type 2
Client example 797,,,,392,392,example address 797,,High,Extreme Growth (50+),,"1,050",41.7481745,-88.3279166,Owner example 797,type 2
Client example 798,,,,,"1,085",example address 798,Tier 4,,No Growth (-4 to 4),169,169,41.8047121,-88.3256391,Owner example 798,type 1
Client example 799,,,,,,example address 799,,Moderate,Extreme Growth (50+),,350,40.1964046,-88.3254873,Owner example 799,type 2
Client example 800,,,,,,example address 800,,,,,,41.5419619,-88.3229419,Owner example 800,type 2
Client example 801,,,,102,62,example address 801,,,No Sales,,,42.3918929,-88.3191856,Owner example 801,type 2
Client example 802,,,,,,example address 802,,,,,,36.6071321,-88.3155598,Owner example 802,type 2
Client example 803,,,,,,example address 803,,,,,,41.8164211,-88.3137943,Owner example 803,type 2
Client example 804,,,,,62,example address 804,,,No Sales,,,42.3568229,-88.3027628,Owner example 804,type 2
Client example 805,,,,,"39,663",example address 805,Tier 3,,Extreme Loss (-50+),"20,675","5,262",41.9829586,-88.2982241,Owner example 805,type 1
Client example 806,,,,981,"2,251",example address 806,Tier 4,High,Extreme Loss (-50+),"1,092",115,42.15496,-88.29552,Owner example 806,type 2
Client example 807,,,,117,113,example address 807,,High,Extreme Loss (-50+),71,20,42.1099497,-88.2953373,Owner example 807,type 2
Client example 808,,,,2959,714,example address 808,,Moderate,Extreme Growth (50+),323,"1,243",41.9229621,-88.2845481,Owner example 808,type 2
Client example 809,,,,2326,"3,843",example address 809,Tier 4,,,"1,428","4,144",36.6190748,-88.2734005,Owner example 809,type 2
Client example 810,,,,5321,"4,200",example address 810,Tier 4,Moderate,Major Loss (-49 to -20),"1,512",779,42.3217605,-88.2731101,Owner example 810,type 2
Client example 811,,,,2186,761,example address 811,,High,Extreme Growth (50+),,331,39.4747947,-88.2614473,Owner example 811,type 2
Client example 812,,,,,62,example address 812,,,Extreme Loss (-50+),20,,41.4424178,-88.2232763,Owner example 812,type 2
Client example 813,,,,,"16,064",example address 813,Tier 3,,Moderate Growth (5 to 19),"6,436","7,643",41.778202,-88.2155708,Owner example 813,type 1
Client example 814,,,,1340,"1,497",example address 814,Tier 4,High,Extreme Loss (-50+),"1,332",503,41.7987758,-88.199737,Owner example 814,type 2
Client example 815,,,,1130,"1,779",example address 815,Tier 4,Moderate,Moderate Loss (-19 to -5),"1,143",981,41.8606914,-88.1890955,Owner example 815,type 2
Client example 816,,,,2315,"2,841",example address 816,Tier 4,High,Major Loss (-49 to -20),"1,558",982,40.1111116,-88.1822926,Owner example 816,type 2
Client example 817,,,,,"1,862",example address 817,Tier 4,High,Extreme Growth (50+),520,"2,513",41.589656,-88.181552,Owner example 817,type 2
Client example 818,,,,,,example address 818,,,,,,41.997462,-88.178718,Owner example 818,type 2
Client example 819,,,,,,example address 819,,,,,,41.8733597,-88.1784275,Owner example 819,type 2
Client example 820,,,,,,example address 820,,,,,,41.515134,-88.150688,Owner example 820,type 2
Client example 821,,,,,"9,325",example address 821,Tier 4,,Major Loss (-49 to -20),"4,020","2,753",41.8645361,-88.1444338,Owner example 821,type 1
Client example 822,,,,,,example address 822,,,,,,42.174906,-88.129671,Owner example 822,type 2
Client example 823,,,,54,54,example address 823,,,Extreme Loss (-50+),12,,42.4463605,-88.1287383,Owner example 823,type 2
Client example 824,,,,5349,"5,325",example address 824,Tier 4,High,Major Loss (-49 to -20),"3,654","2,067",42.3493765,-88.1275182,Owner example 824,type 2
Client example 825,,,,,62,example address 825,,,Extreme Loss (-50+),20,,41.9739922,-88.124601,Owner example 825,type 2
Client example 826,,,,,742,example address 826,,,Extreme Loss (-50+),350,,42.045678,-88.123581,Owner example 826,type 2
Client example 827,,,,82,62,example address 827,,,No Sales,,,41.6408164,-88.1216455,Owner example 827,type 2
Client example 828,,,,,,example address 828,,,,,,42.2707788,-88.1208637,Owner example 828,type 2
Client example 829,,,,383,218,example address 829,,High,Extreme Loss (-50+),154,66,42.3906489,-88.1197196,Owner example 829,type 2
Client example 830,,,,,"14,139",example address 830,Tier 3,,Extreme Growth (50+),"7,136","13,280",42.3230824,-88.1124346,Owner example 830,type 1
Client example 831,,,,,"68,094",example address 831,Tier 2,,Major Growth (20 to 49),"34,059","48,620",41.7789734,-88.1062452,Owner example 831,type 1
Client example 832,,,,247,307,example address 832,,,Extreme Loss (-50+),265,,42.1969689,-88.0934108,Owner example 832,type 2
Client example 833,,,,293,971,example address 833,,Moderate,Extreme Loss (-50+),929,328,37.0638014,-88.0863573,Owner example 833,type 2
Client example 834,,,,,,example address 834,,,,,,41.9840712,-88.0762587,Owner example 834,type 2
Client example 835,,,,182,62,example address 835,,,No Sales,,,42.1076983,-88.0741589,Owner example 835,type 2
Client example 836,,,,1271,"7,790",example address 836,Tier 4,Low,Major Loss (-49 to -20),"3,832","2,940",41.8370558,-88.0737962,Owner example 836,type 2
Client example 837,,,,,417,example address 837,,,Extreme Loss (-50+),375,,41.9013242,-88.063686,Owner example 837,type 2
Client example 838,,,,142,122,example address 838,,,Extreme Loss (-50+),80,,42.1156938,-88.0628569,Owner example 838,type 2
Client example 839,,,,,"1,271",example address 839,Tier 4,,Extreme Loss (-50+),"1,143",,41.8430486,-88.0616943,Owner example 839,type 2
Client example 840,,,,,62,example address 840,,,Extreme Loss (-50+),20,,42.1475611,-88.0575867,Owner example 840,type 2
Client example 841,,,,,,example address 841,,,,,,42.4737915,-88.0443148,Owner example 841,type 2
Client example 842,,,,,"15,374",example address 842,Tier 3,,No Growth (-4 to 4),"8,308","7,993",42.3441693,-88.037646,Owner example 842,type 1
Client example 843,,,,75,53,example address 843,,,No Sales,,,41.7819408,-88.0357546,Owner example 843,type 2
Client example 844,,,,2692,"4,394",example address 844,Tier 4,Moderate,Major Loss (-49 to -20),"1,719","1,348",41.807756,-88.031584,Owner example 844,type 2
Client example 845,,,,102,102,example address 845,,Low,Extreme Growth (50+),,60,42.4084012,-88.0307012,Owner example 845,type 2
Client example 846,,,,,,example address 846,,,,,,39.5320405,-88.0247513,Owner example 846,type 2
Client example 847,,,,255,,example address 847,,,,,,41.9827348,-88.017691,Owner example 847,type 2
Client example 848,,,,411,411,example address 848,,Moderate,Extreme Loss (-50+),246,123,41.632466,-87.9968962,Owner example 848,type 2
Client example 849,,,,,"6,075",example address 849,Tier 4,,No Growth (-4 to 4),"3,472","3,320",42.047809,-87.9856127,Owner example 849,type 1
Client example 850,,,,142,62,example address 850,,,Extreme Loss (-50+),20,,42.1253802,-87.9796065,Owner example 850,type 2
Client example 851,,,,,,example address 851,,,,,,41.8164322,-87.9778274,Owner example 851,type 2
Client example 852,,,,,,example address 852,,,,,,42.2307051,-87.9708251,Owner example 852,type 2
Client example 853,,,,,95,example address 853,,,Extreme Loss (-50+),53,,41.9724681,-87.9707294,Owner example 853,type 2
Client example 854,,,,,,example address 854,,,,,,42.283138,-87.9617167,Owner example 854,type 2
Client example 855,,,,2460,"2,556",example address 855,Tier 4,Moderate,Moderate Growth (5 to 19),"1,255","1,315",42.4346009,-87.9530849,Owner example 855,type 2
Client example 856,,,,1091,82,example address 856,,High,Extreme Growth (50+),10,30,41.9062966,-87.9522044,Owner example 856,type 2
Client example 857,,,,,,example address 857,,,,,,42.066612,-87.945166,Owner example 857,type 2
Client example 858,,,,,,example address 858,,,,,,41.5525579,-87.9349739,Owner example 858,type 2
Client example 859,,,,,,example address 859,,,,,,41.9539668,-87.9339398,Owner example 859,type 2
Client example 860,,,,204,93,example address 860,,Moderate,Extreme Growth (50+),20,40,42.0628096,-87.9335569,Owner example 860,type 2
Client example 861,,,,,93,example address 861,,,Extreme Loss (-50+),20,,42.3770267,-87.9324845,Owner example 861,type 2
Client example 862,,,,,,example address 862,,,,,,40.9176142,-87.9230918,Owner example 862,type 2
Client example 863,,,,1457,"2,141",example address 863,Tier 4,,Extreme Loss (-50+),"1,049",,41.8049877,-87.9226404,Owner example 863,type 2
Client example 864,,,,726,834,example address 864,,Low,Moderate Growth (5 to 19),447,501,42.4075121,-87.9087707,Owner example 864,type 2
Client example 865,,,,49,,example address 865,,,,,,37.9296771,-87.9047805,Owner example 865,type 2
Client example 866,,,,,"12,250",example address 866,Tier 3,,Extreme Growth (50+),"3,494","6,444",42.1696426,-87.8835491,Owner example 866,type 1
Client example 867,,,,,"18,571",example address 867,Tier 3,,No Growth (-4 to 4),"7,707","7,878",42.099386,-87.881083,Owner example 867,type 1
Client example 868,,,,,984,example address 868,,,Extreme Loss (-50+),297,,42.008727,-87.8809349,Owner example 868,type 2
Client example 869,,,,3856,"4,117",example address 869,Tier 4,Low,Extreme Growth (50+),"3,296","16,583",42.3704506,-87.8756983,Owner example 869,type 2
Client example 870,,,,,,example address 870,,,,,,41.8342329,-87.8751399,Owner example 870,type 2
Client example 871,,,,3101,"2,221",example address 871,Tier 4,Moderate,Moderate Loss (-19 to -5),"1,560","1,400",42.3828197,-87.8658509,Owner example 871,type 2
Client example 872,,,,2121,"12,842",example address 872,Tier 3,Low,Extreme Growth (50+),"2,988","10,536",41.5441473,-87.8608835,Owner example 872,type 2
Client example 873,,,,62,258,example address 873,,,Extreme Loss (-50+),216,,41.1351152,-87.8371318,Owner example 873,type 2
Client example 874,,,,,53,example address 874,,,Extreme Loss (-50+),11,,41.9858602,-87.8312281,Owner example 874,type 2
Client example 875,,,,633,439,example address 875,,Low,Extreme Growth (50+),140,530,42.092172,-87.8205864,Owner example 875,type 2
Client example 876,,,,1833,"1,670",example address 876,Tier 4,Moderate,Extreme Growth (50+),565,"1,138",41.8194982,-87.8202217,Owner example 876,type 2
Client example 877,,,,,"11,213",example address 877,Tier 3,,Moderate Loss (-19 to -5),"5,712","4,999",41.5431611,-87.8186282,Owner example 877,type 1
Client example 878,,,,,"4,420",example address 878,Tier 4,,Extreme Loss (-50+),"3,220",859,42.0120816,-87.805725,Owner example 878,type 1
Client example 879,,,,1528,"1,672",example address 879,Tier 4,Moderate,Major Loss (-49 to -20),"1,080",630,41.338966,-87.802637,Owner example 879,type 2
Client example 880,,,,3415,"2,290",example address 880,Tier 4,Low,No Growth (-4 to 4),"1,499","1,498",42.1873659,-87.801416,Owner example 880,type 2
Client example 881,,,,,"69,210",example address 881,Tier 2,,Major Loss (-49 to -20),"34,878","27,810",41.8569333,-87.7553474,Owner example 881,type 1
Client example 882,,,,7338,"4,474",example address 882,Tier 4,Moderate,Extreme Loss (-50+),"4,289","1,189",41.9765798,-87.7543058,Owner example 882,type 2
Client example 883,,,,412,465,example address 883,,High,Extreme Loss (-50+),209,42,42.0256219,-87.7528158,Owner example 883,type 2
Client example 884,,,,3159,"3,352",example address 884,Tier 4,Low,Extreme Growth (50+),"2,563","4,119",40.8330943,-87.7432448,Owner example 884,type 2
Client example 885,,,,72,112,example address 885,,,Extreme Loss (-50+),135,,39.0117065,-87.7287089,Owner example 885,type 2
Client example 886,,,,202,102,example address 886,,Moderate,Extreme Growth (50+),20,375,41.1711628,-87.7264788,Owner example 886,type 2
Client example 887,,,,,,example address 887,,,,,,41.731718,-87.722216,Owner example 887,type 2
Client example 888,,,,362,930,example address 888,,Moderate,Extreme Growth (50+),100,180,42.070644,-87.715545,Owner example 888,type 2
Client example 889,,,,,,example address 889,,,,,,41.90755,-87.715051,Owner example 889,type 2
Client example 890,,,,,"22,428",example address 890,Tier 3,,No Growth (-4 to 4),"11,223","11,056",41.8445925,-87.7131039,Owner example 890,type 1
Client example 891,,,,62,62,example address 891,,,Extreme Loss (-50+),20,,41.938683,-87.7103149,Owner example 891,type 2
Client example 892,,,,125,,example address 892,,,,,,42.0261565,-87.7063593,Owner example 892,type 2
Client example 893,,,,40,,example address 893,,,,,,41.6270065,-87.7010381,Owner example 893,type 2
Client example 894,,,,170,390,example address 894,,,Extreme Loss (-50+),295,,42.0088261,-87.690662,Owner example 894,type 2
Client example 895,,,,,,example address 895,,,,,,42.0131457,-87.6899644,Owner example 895,type 2
Client example 896,,,,,,example address 896,,,,,,41.8631799,-87.6863091,Owner example 896,type 2
Client example 897,,,,,"58,198",example address 897,Tier 2,,Extreme Loss (-50+),"22,053","4,279",41.8419368,-87.684154,Owner example 897,type 1
Client example 898,,,,365,304,example address 898,,Moderate,Major Growth (20 to 49),108,143,41.8865513,-87.6765878,Owner example 898,type 2
Client example 899,,,,864,"2,179",example address 899,Tier 4,High,Extreme Growth (50+),554,893,41.9979415,-87.6716554,Owner example 899,type 2
Client example 900,,,,,807,example address 900,,Moderate,Major Loss (-49 to -20),570,390,39.6064145,-87.6707887,Owner example 900,type 2
Client example 901,,,,,,example address 901,,,,,,41.984201,-87.667775,Owner example 901,type 2
Client example 902,,,,,"3,390",example address 902,Tier 4,,Moderate Loss (-19 to -5),"1,677","1,546",41.9114759,-87.6673433,Owner example 902,type 1
Client example 903,,,,392,"2,491",example address 903,Tier 4,,Extreme Loss (-50+),"2,449",,40.0983784,-87.6645315,Owner example 903,type 2
Client example 904,,,,11,,example address 904,,,,,,41.8957052,-87.6495586,Owner example 904,type 2
Client example 905,,,,,"14,884",example address 905,Tier 3,,No Growth (-4 to 4),"7,146","7,394",41.5214369,-87.6478687,Owner example 905,type 1
Client example 906,,,,220,,example address 906,,High,Extreme Growth (50+),,182,40.1019997,-87.6409649,Owner example 906,type 2
Client example 907,,,,,"3,161",example address 907,Tier 4,,Extreme Loss (-50+),249,,41.8675233,-87.6388767,Owner example 907,type 1
Client example 908,,,,777,513,example address 908,,High,Extreme Growth (50+),112,172,45.1187774,-87.6382546,Owner example 908,type 2
Client example 909,,,,,3410,example address 909,Tier 4,,Extreme Growth (50+),"1,245","1,909",41.891385,-87.6327156,Owner example 909,type 1
Client example 910,,,,40,,example address 910,,,,,,41.8865829,-87.6291883,Owner example 910,type 2
Client example 911,,,,,"2,877",example address 911,Tier 4,,Extreme Growth (50+),-638,"6,376",41.7810108,-87.6242683,Owner example 911,type 1
Client example 912,,,,,489,example address 912,,,Extreme Loss (-50+),447,,40.8275816,-87.5819715,Owner example 912,type 2
Client example 913,,,,122,62,example address 913,,High,Extreme Growth (50+),,"2,312",37.9952268,-87.576002,Owner example 913,type 2
Client example 914,,,,2815,"2,790",example address 914,Tier 4,Moderate,Major Growth (20 to 49),"1,249","1,499",39.5082974,-87.56921,Owner example 914,type 2
Client example 915,,,,,,example address 915,,,,,,38.0116003,-87.5422124,Owner example 915,type 2
Client example 916,,,,687,379,example address 916,,Moderate,Extreme Growth (50+),,"1,050",38.676364,-87.541058,Owner example 916,type 2
Client example 917,,,,179,159,example address 917,,High,Extreme Growth (50+),77,126,41.4240508,-87.5389287,Owner example 917,type 2
Client example 918,,,,,,example address 918,,High,Extreme Growth (50+),,155,37.3370036,-87.5369703,Owner example 918,type 2
Client example 919,,,,781,800,example address 919,,High,Extreme Loss (-50+),253,113,38.2992252,-87.5344617,Owner example 919,type 2
Client example 920,,,,,,example address 920,,,,,,41.6157066,-87.5303512,Owner example 920,type 2
Client example 921,,,,15650,376,example address 921,,,Extreme Loss (-50+),334,,41.5436423,-87.517363,Owner example 921,type 2
Client example 922,,,,2495,654,example address 922,,High,Extreme Loss (-50+),590,33,37.9898959,-87.5012745,Owner example 922,type 2
Client example 923,,,,774,372,example address 923,,,Extreme Loss (-50+),275,,41.5531135,-87.4899345,Owner example 923,type 2
Client example 924,,,,20,,example address 924,,,,,,41.5841763,-87.4503534,Owner example 924,type 2
Client example 925,,,,564,974,example address 925,,High,Major Loss (-49 to -20),644,504,46.4342193,-87.4165547,Owner example 925,type 2
Client example 926,,,,235,"1,339",example address 926,Tier 4,Moderate,Extreme Growth (50+),214,"4,666",39.8543767,-87.4066123,Owner example 926,type 2
Client example 927,,,,,62,example address 927,,,No Sales,,,39.4056063,-87.3740363,Owner example 927,type 2
Client example 928,,,,4822,"6,293",example address 928,Tier 4,Low,Major Growth (20 to 49),"2,139","2,582",41.448831,-87.3724272,Owner example 928,type 2
Client example 929,,,,16467,"2,456",example address 929,Tier 4,High,Major Loss (-49 to -20),"1,642",838,39.4535039,-87.3601566,Owner example 929,type 2
Client example 930,,,,228,474,example address 930,,High,Extreme Loss (-50+),288,94,37.984393,-87.3532819,Owner example 930,type 2
Client example 931,,,,62,64,example address 931,,High,Extreme Loss (-50+),22,11,39.4508932,-87.3319309,Owner example 931,type 2
Client example 932,,,,,216,example address 932,,,No Sales,,,41.5970167,-87.2633096,Owner example 932,type 2
Client example 933,,,,,,example address 933,,,,,,38.054238,-87.252445,Owner example 933,type 2
Client example 934,,,,1755,"3,413",example address 934,Tier 4,Low,Extreme Growth (50+),440,"1,020",41.5551418,-87.197385,Owner example 934,type 2
Client example 935,,,,60,,example address 935,,,,,,40.9420538,-87.1849572,Owner example 935,type 2
Client example 936,,,,,,example address 936,,,,,,37.740129,-87.178593,Owner example 936,type 2
Client example 937,,,,,,example address 937,,,,,,37.2242638,-87.1764902,Owner example 937,type 2
Client example 938,,,,20,,example address 938,,,,,,38.6592152,-87.172789,Owner example 938,type 2
Client example 939,,,,,,example address 939,,,,,,37.750846,-87.1252219,Owner example 939,type 2
Client example 940,,,,,"7,188",example address 940,Tier 4,Low,Extreme Growth (50+),,"5,122",41.4623301,-87.109368,Owner example 940,type 2
Client example 941,,,,,,example address 941,,High,Extreme Growth (50+),,150,37.959319,-87.1088434,Owner example 941,type 2
Client example 942,,,,1392,"1,240",example address 942,Tier 4,High,Major Loss (-49 to -20),560,409,45.7998112,-87.0877717,Owner example 942,type 2
Client example 943,,,,,,example address 943,,,,,,40.36212,-87.074798,Owner example 943,type 2
Client example 944,,,,1392,370,example address 944,,Moderate,Extreme Growth (50+),328,709,39.3936754,-87.0687377,Owner example 944,type 2
Client example 945,,,,1064,"2,161",example address 945,Tier 4,Moderate,Moderate Growth (5 to 19),"1,069","1,268",41.4748126,-87.0557127,Owner example 945,type 2
Client example 946,,,,,738,example address 946,,Moderate,Extreme Growth (50+),209,575,39.537521,-87.051284,Owner example 946,type 2
Client example 947,,,,196,142,example address 947,,,Extreme Loss (-50+),80,,39.226413,-87.036755,Owner example 947,type 2
Client example 948,,,,2972,"1,951",example address 948,Tier 4,,Extreme Loss (-50+),806,,41.5140877,-87.0042045,Owner example 948,type 2
Client example 949,,,,691,190,example address 949,,High,Extreme Growth (50+),,269,37.841034,-86.997011,Owner example 949,type 2
Client example 950,,,,,,example address 950,,,,,,38.3171601,-86.9593384,Owner example 950,type 2
Client example 951,,,,,,example address 951,,,,,,39.3936806,-86.9304845,Owner example 951,type 2
Client example 952,,,,,,example address 952,,,,,,41.5470585,-86.9301124,Owner example 952,type 2
Client example 953,,,,534,611,example address 953,,High,Extreme Growth (50+),199,699,40.4001274,-86.896228,Owner example 953,type 2
Client example 954,,,,3452,"5,511",example address 954,Tier 4,Moderate,Moderate Growth (5 to 19),"4,119","4,783",37.4417281,-86.8947287,Owner example 954,type 2
Client example 955,,,,,,example address 955,,,,,,41.7117557,-86.8834197,Owner example 955,type 2
Client example 956,,,,,"44,069",example address 956,Tier 3,,Extreme Growth (50+),,"19,450",40.3680663,-86.8730375,Owner example 956,type 1
Client example 957,,,,,511,example address 957,,,Extreme Loss (-50+),469,,40.53388,-86.8306037,Owner example 957,type 2
Client example 958,,,,186,,example address 958,,High,Extreme Growth (50+),,128,41.7217843,-86.8250542,Owner example 958,type 2
Client example 959,,,,173,538,example address 959,,,Extreme Loss (-50+),358,,40.40911,-86.805126,Owner example 959,type 2
Client example 960,,,,2300,"5,536",example address 960,Tier 4,Low,Extreme Growth (50+),"2,650","5,868",39.28491,-86.762665,Owner example 960,type 2
Client example 961,,,,215,231,example address 961,,High,Extreme Growth (50+),,59,41.5955574,-86.7456417,Owner example 961,type 2
Client example 962,,,,356,663,example address 962,,Low,Extreme Growth (50+),259,"7,697",39.8311062,-86.7002885,Owner example 962,type 2
Client example 963,,,,430,352,example address 963,,High,Extreme Loss (-50+),150,60,40.754583,-86.6493994,Owner example 963,type 2
Client example 964,,,,129,,example address 964,,,,,,39.217498,-86.5937642,Owner example 964,type 2
Client example 965,,,,1228,"1,907",example address 965,Tier 4,Moderate,Extreme Growth (50+),887,"4,141",36.72,-86.58,Owner example 965,type 2
Client example 966,,,,2930,"5,893",example address 966,Tier 4,Moderate,Extreme Growth (50+),"2,285","6,993",39.1229874,-86.5321374,Owner example 966,type 2
Client example 967,,,,,"4,058",example address 967,Tier 4,Low,Moderate Loss (-19 to -5),"1,473","1,345",39.7610071,-86.5245943,Owner example 967,type 2
Client example 968,,,,966,400,example address 968,,,Extreme Loss (-50+),179,,38.8398623,-86.5218778,Owner example 968,type 2
Client example 969,,,,9715,"9,369",example address 969,Tier 4,Moderate,Major Growth (20 to 49),"3,968","5,306",40.2988621,-86.5050633,Owner example 969,type 2
Client example 970,,,,5251,"4,666",example address 970,Tier 4,Low,Moderate Growth (5 to 19),"2,258","2,501",39.7573597,-86.5026583,Owner example 970,type 2
Client example 971,,,,,,example address 971,,,,,,39.7739537,-86.4926461,Owner example 971,type 2
Client example 972,,,,367,"1,345",example address 972,Tier 4,Moderate,Major Loss (-49 to -20),659,352,39.2448658,-86.4460691,Owner example 972,type 2
Client example 973,,,,,,example address 973,,,,,,39.422721,-86.4373533,Owner example 973,type 2
Client example 974,,,,18429,"33,531",example address 974,Tier 3,Low,No Growth (-4 to 4),"22,614","21,985",37.0075354,-86.4162393,Owner example 974,type 2
Client example 975,,,,3784,"5,381",example address 975,Tier 4,Low,Major Growth (20 to 49),"2,100","2,737",42.1063042,-86.4158241,Owner example 975,type 2
Client example 976,,,,295,370,example address 976,,,Extreme Loss (-50+),328,,40.763212,-86.3832261,Owner example 976,type 2
Client example 977,,,,,561,example address 977,,,Extreme Loss (-50+),350,,39.9612917,-86.3786551,Owner example 977,type 2
Client example 978,,,,,,example address 978,,,,,,39.629426,-86.3701057,Owner example 978,type 2
Client example 979,,,,,62,example address 979,,,No Sales,,,39.697918,-86.3690765,Owner example 979,type 2
Client example 980,,,,404,233,example address 980,,High,Major Loss (-49 to -20),131,80,39.915263,-86.357429,Owner example 980,type 2
